('1', 'Bag, Barracks Laundry', 'available'),
('6192', 'Coat, Men’s ASU', 'not available'),
('6193', 'Coat, Men’s ASU', 'available'),
('6194', 'Coat, Men’s ASU', 'not available'),
('6195', 'Coat, Men’s ASU', 'available'),
('6196', 'Coat, Men’s ASU', 'not available'),
('6197', 'Coat, Men’s ASU', 'available'),
('6198', 'Coat, Men’s ASU', 'not available'),
('6199', 'Coat, Men’s ASU', 'available'),
('6200', 'Coat, Men’s ASU', 'not available'),
('6201', 'Coat, Men’s ASU', 'available'),
('6202', 'Coat, Men’s ASU', 'not available'),
('6203', 'Coat, Men’s ASU', 'available'),
('6204', 'Coat, Men’s ASU', 'not available'),
('6205', 'Coat, Men’s ASU', 'available'),
('6206', 'Coat, Men’s ASU', 'not available'),
('6207', 'Coat, Men’s ASU', 'available'),
('6208', 'Coat, Men’s ASU', 'not available'),
('6209', 'Coat, Men’s ASU', 'available'),
('6210', 'Coat, Men’s ASU', 'not available'),
('6211', 'Coat, Men’s ASU', 'available'),
('6212', 'Coat, Men’s ASU', 'not available'),
('6213', 'Coat, Men’s ASU', 'available'),
('6214', 'Coat, Men’s ASU', 'not available'),
('6215', 'Coat, Men’s ASU', 'available'),
('6216', 'Coat, Men’s ASU', 'not available'),
('6217', 'Coat, Men’s ASU', 'available'),
('6218', 'Coat, Men’s ASU', 'not available'),
('6219', 'Coat, Men’s ASU', 'available'),
('6220', 'Coat, Men’s ASU', 'not available'),
('6221', 'Coat, Men’s ASU', 'available'),
('6222', 'Coat, Men’s ASU', 'not available'),
('6223', 'Coat, Men’s ASU', 'available'),
('6224', 'Coat, Men’s ASU', 'not available'),
('6225', 'Coat, Men’s ASU', 'available'),
('6226', 'Coat, Men’s ASU', 'not available'),
('6227', 'Coat, Men’s ASU', 'available'),
('6228', 'Coat, Men’s ASU', 'not available'),
('6229', 'Coat, Men’s ASU', 'available'),
('6230', 'Coat, Men’s ASU', 'not available'),
('6231', 'Coat, Men’s ASU', 'available'),
('6232', 'Coat, Men’s ASU', 'not available'),
('6233', 'Coat, Men’s ASU', 'available'),
('6234', 'Coat, Men’s ASU', 'not available'),
('6235', 'Coat, Men’s ASU', 'available'),
('6236', 'Coat, Men’s ASU', 'not available'),
('6237', 'Coat, Men’s ASU', 'available'),
('6238', 'Coat, Men’s ASU', 'not available'),
('6239', 'Coat, Men’s ASU', 'available'),
('6240', 'Coat, Men’s ASU', 'not available'),
('6241', 'Coat, Men’s ASU', 'available'),
('6242', 'Coat, Men’s ASU', 'not available'),
('6243', 'Coat, Men’s ASU', 'available'),
('6244', 'Coat, Men’s ASU', 'not available'),
('6245', 'Coat, Men’s ASU', 'available'),
('6246', 'Coat, Men’s ASU', 'not available'),
('6247', 'Coat, Men’s ASU', 'available'),
('6248', 'Coat, Men’s ASU', 'not available'),
('6249', 'Coat, Men’s ASU', 'available'),
('6250', 'Coat, Men’s ASU', 'not available'),
('6251', 'Coat, Men’s ASU', 'available'),
('6252', 'Coat, Men’s ASU', 'not available'),
('6253', 'Coat, Men’s ASU', 'available'),
('6254', 'Coat, Men’s ASU', 'not available'),
('6255', 'Coat, Men’s ASU', 'available'),
('6256', 'Coat, Men’s ASU', 'not available'),
('6257', 'Coat, Men’s ASU', 'available'),
('6258', 'Coat, Men’s ASU', 'not available'),
('6259', 'Coat, Men’s ASU', 'available'),
('6260', 'Coat, Men’s ASU', 'not available'),
('6261', 'Coat, Men’s ASU', 'available'),
('6262', 'Coat, Men’s ASU', 'not available'),
('6263', 'Coat, Men’s ASU', 'available'),
('6264', 'Coat, Men’s ASU', 'not available'),
('6265', 'Coat, Men’s ASU', 'available'),
('6266', 'Coat, Men’s ASU', 'not available'),
('6267', 'Coat, Men’s ASU', 'available'),
('6268', 'Coat, Men’s ASU', 'not available'),
('6269', 'Coat, Men’s ASU', 'available'),
('6270', 'Coat, Men’s ASU', 'not available'),
('6271', 'Coat, Men’s ASU', 'available'),
('6272', 'Coat, Men’s ASU', 'not available'),
('6273', 'Coat, Men’s ASU', 'available'),
('6274', 'Coat, Men’s ASU', 'not available'),
('6275', 'Coat, Men’s ASU', 'available'),
('6276', 'Coat, Men’s ASU', 'not available'),
('6277', 'Coat, Men’s ASU', 'available'),
('6278', 'Coat, Men’s ASU', 'not available'),
('6279', 'Coat, Men’s ASU', 'available'),
('6280', 'Coat, Men’s ASU', 'not available'),
('6281', 'Coat, Men’s ASU', 'available'),
('6282', 'Coat, Men’s ASU', 'not available'),
('6283', 'Coat, Men’s ASU', 'available'),
('6284', 'Coat, Men’s ASU', 'not available'),
('6285', 'Coat, Men’s ASU', 'available'),
('6286', 'Coat, Men’s ASU', 'not available'),
('6287', 'Coat, Men’s ASU', 'available'),
('6288', 'Coat, Men’s ASU', 'not available'),
('6289', 'Coat, Men’s ASU', 'available'),
('6290', 'Coat, Men’s ASU', 'not available'),
('6291', 'Coat, Men’s ASU', 'available'),
('6292', 'Coat, Men’s ASU', 'not available'),
('6293', 'Coat, Men’s ASU', 'available'),
('6294', 'Coat, Men’s ASU', 'not available'),
('6295', 'Coat, Men’s ASU', 'available'),
('6296', 'Coat, Men’s ASU', 'not available'),
('6297', 'Coat, Men’s ASU', 'available'),
('6298', 'Coat, Men’s ASU', 'not available'),
('6299', 'Coat, Men’s ASU', 'available'),
('6300', 'Coat, Men’s ASU', 'not available'),
('6301', 'Trousers, Men’s ASU', 'available'),
('6302', 'Trousers, Men’s ASU', 'not available'),
('6303', 'Trousers, Men’s ASU', 'available'),
('6304', 'Trousers, Men’s ASU', 'not available'),
('6305', 'Trousers, Men’s ASU', 'available'),
('6306', 'Trousers, Men’s ASU', 'not available'),
('6307', 'Trousers, Men’s ASU', 'available'),
('6308', 'Trousers, Men’s ASU', 'not available'),
('6309', 'Trousers, Men’s ASU', 'available'),
('6310', 'Trousers, Men’s ASU', 'not available'),
('6311', 'Trousers, Men’s ASU', 'available'),
('6312', 'Trousers, Men’s ASU', 'not available'),
('6313', 'Trousers, Men’s ASU', 'available'),
('6314', 'Trousers, Men’s ASU', 'not available'),
('6315', 'Trousers, Men’s ASU', 'available'),
('6316', 'Trousers, Men’s ASU', 'not available'),
('6317', 'Trousers, Men’s ASU', 'available'),
('6318', 'Trousers, Men’s ASU', 'not available'),
('6319', 'Trousers, Men’s ASU', 'available'),
('6320', 'Trousers, Men’s ASU', 'not available'),
('6321', 'Trousers, Men’s ASU', 'available'),
('6322', 'Trousers, Men’s ASU', 'not available'),
('6323', 'Trousers, Men’s ASU', 'available'),
('6324', 'Trousers, Men’s ASU', 'not available'),
('6325', 'Trousers, Men’s ASU', 'available'),
('6326', 'Trousers, Men’s ASU', 'not available'),
('6327', 'Trousers, Men’s ASU', 'available'),
('6328', 'Trousers, Men’s ASU', 'not available'),
('6329', 'Trousers, Men’s ASU', 'available'),
('6330', 'Trousers, Men’s ASU', 'not available'),
('6331', 'Trousers, Men’s ASU', 'available'),
('6332', 'Trousers, Men’s ASU', 'not available'),
('6333', 'Trousers, Men’s ASU', 'available'),
('6334', 'Trousers, Men’s ASU', 'not available'),
('6335', 'Trousers, Men’s ASU', 'available'),
('6336', 'Trousers, Men’s ASU', 'not available'),
('6337', 'Trousers, Men’s ASU', 'available'),
('6338', 'Trousers, Men’s ASU', 'not available'),
('6339', 'Trousers, Men’s ASU', 'available'),
('6340', 'Trousers, Men’s ASU', 'not available'),
('6341', 'Trousers, Men’s ASU', 'available'),
('6342', 'Trousers, Men’s ASU', 'not available'),
('6343', 'Trousers, Men’s ASU', 'available'),
('6344', 'Trousers, Men’s ASU', 'not available'),
('6345', 'Trousers, Men’s ASU', 'available'),
('6346', 'Trousers, Men’s ASU', 'not available'),
('6347', 'Trousers, Men’s ASU', 'available'),
('6348', 'Trousers, Men’s ASU', 'not available'),
('6349', 'Trousers, Men’s ASU', 'available'),
('6350', 'Trousers, Men’s ASU', 'not available'),
('6351', 'Trousers, Men’s ASU', 'available'),
('6352', 'Trousers, Men’s ASU', 'not available'),
('6353', 'Trousers, Men’s ASU', 'available'),
('6354', 'Trousers, Men’s ASU', 'not available'),
('6355', 'Trousers, Men’s ASU', 'available'),
('6356', 'Trousers, Men’s ASU', 'not available'),
('6357', 'Trousers, Men’s ASU', 'available'),
('6358', 'Trousers, Men’s ASU', 'not available'),
('6359', 'Trousers, Men’s ASU', 'available'),
('6360', 'Trousers, Men’s ASU', 'not available'),
('6361', 'Trousers, Men’s ASU', 'available'),
('6362', 'Trousers, Men’s ASU', 'not available'),
('6363', 'Trousers, Men’s ASU', 'available'),
('6364', 'Trousers, Men’s ASU', 'not available'),
('6365', 'Trousers, Men’s ASU', 'available'),
('6366', 'Trousers, Men’s ASU', 'not available'),
('6367', 'Trousers, Men’s ASU', 'available'),
('6368', 'Trousers, Men’s ASU', 'not available'),
('6369', 'Trousers, Men’s ASU', 'available'),
('6370', 'Trousers, Men’s ASU', 'not available'),
('6371', 'Trousers, Men’s ASU', 'available'),
('6372', 'Trousers, Men’s ASU', 'not available'),
('6373', 'Trousers, Men’s ASU', 'available'),
('6374', 'Trousers, Men’s ASU', 'not available'),
('6375', 'Trousers, Men’s ASU', 'available'),
('6376', 'Trousers, Men’s ASU', 'not available'),
('6377', 'Trousers, Men’s ASU', 'available'),
('6378', 'Trousers, Men’s ASU', 'not available'),
('6379', 'Trousers, Men’s ASU', 'available'),
('6380', 'Trousers, Men’s ASU', 'not available'),
('6381', 'Trousers, Men’s ASU', 'available'),
('6382', 'Trousers, Men’s ASU', 'not available'),
('6383', 'Trousers, Men’s ASU', 'available'),
('6384', 'Trousers, Men’s ASU', 'not available'),
('6385', 'Trousers, Men’s ASU', 'available'),
('6386', 'Trousers, Men’s ASU', 'not available'),
('6387', 'Trousers, Men’s ASU', 'available'),
('6388', 'Trousers, Men’s ASU', 'not available'),
('6389', 'Trousers, Men’s ASU', 'available'),
('6390', 'Trousers, Men’s ASU', 'not available'),
('6391', 'Trousers, Men’s ASU', 'available'),
('6392', 'Trousers, Men’s ASU', 'not available'),
('6393', 'Trousers, Men’s ASU', 'available'),
('6394', 'Trousers, Men’s ASU', 'not available'),
('6395', 'Trousers, Men’s ASU', 'available'),
('6396', 'Trousers, Men’s ASU', 'not available'),
('6397', 'Trousers, Men’s ASU', 'available'),
('6398', 'Trousers, Men’s ASU', 'not available'),
('6399', 'Trousers, Men’s ASU', 'available'),
('6400', 'Trousers, Men’s ASU', 'not available'),
('6401', 'Trousers, Men’s ASU', 'available'),
('6402', 'Trousers, Men’s ASU', 'not available'),
('6403', 'Trousers, Men’s ASU', 'available'),
('6404', 'Trousers, Men’s ASU', 'not available'),
('6405', 'Trousers, Men’s ASU', 'available'),
('6406', 'Trousers, Men’s ASU', 'not available'),
('6407', 'Trousers, Men’s ASU', 'available'),
('6408', 'Trousers, Men’s ASU', 'not available'),
('6409', 'Trousers, Men’s ASU', 'available'),
('6410', 'Trousers, Men’s ASU', 'not available'),
('6411', 'Trousers, Men’s ASU', 'available'),
('6412', 'Trousers, Men’s ASU', 'not available'),
('6413', 'Trousers, Men’s ASU', 'available'),
('6414', 'Trousers, Men’s ASU', 'not available'),
('6415', 'Trousers, Men’s ASU', 'available'),
('6416', 'Trousers, Men’s ASU', 'not available'),
('6417', 'Trousers, Men’s ASU', 'available'),
('6418', 'Trousers, Men’s ASU', 'not available'),
('6419', 'Trousers, Men’s ASU', 'available'),
('6420', 'Trousers, Men’s ASU', 'not available'),
('6421', 'Trousers, Men’s ASU', 'available'),
('6422', 'Trousers, Men’s ASU', 'not available'),
('6423', 'Trousers, Men’s ASU', 'available'),
('6424', 'Trousers, Men’s ASU', 'not available'),
('6425', 'Trousers, Men’s ASU', 'available'),
('6426', 'Trousers, Men’s ASU', 'not available'),
('6427', 'Trousers, Men’s ASU', 'available'),
('6428', 'Trousers, Men’s ASU', 'not available'),
('6429', 'Trousers, Men’s ASU', 'available'),
('6430', 'Trousers, Men’s ASU', 'not available'),
('6431', 'Trousers, Men’s ASU', 'available'),
('6432', 'Trousers, Men’s ASU', 'not available'),
('6433', 'Trousers, Men’s ASU', 'available'),
('6434', 'Trousers, Men’s ASU', 'not available'),
('6435', 'Trousers, Men’s ASU', 'available'),
('6436', 'Trousers, Men’s ASU', 'not available'),
('6437', 'Trousers, Men’s ASU', 'available'),
('6438', 'Trousers, Men’s ASU', 'not available'),
('6439', 'Trousers, Men’s ASU', 'available'),
('6440', 'Trousers, Men’s ASU', 'not available'),
('6441', 'Trousers, Men’s ASU', 'available'),
('6442', 'Trousers, Men’s ASU', 'not available'),
('6443', 'Trousers, Men’s ASU', 'available'),
('6444', 'Trousers, Men’s ASU', 'not available'),
('6445', 'Trousers, Men’s ASU', 'available'),
('6446', 'Trousers, Men’s ASU', 'not available'),
('6447', 'Trousers, Men’s ASU', 'available'),
('6448', 'Trousers, Men’s ASU', 'not available'),
('6449', 'Trousers, Men’s ASU', 'available'),
('6450', 'Trousers, Men’s ASU', 'not available'),
('6451', 'Coat, CW ACU', 'available'),
('6452', 'Coat, CW ACU', 'not available'),
('6453', 'Coat, CW ACU', 'available'),
('6454', 'Coat, CW ACU', 'not available'),
('6455', 'Coat, CW ACU', 'available'),
('6456', 'Coat, CW ACU', 'not available'),
('6457', 'Coat, CW ACU', 'available'),
('6458', 'Coat, CW ACU', 'not available'),
('6459', 'Coat, CW ACU', 'available'),
('6460', 'Coat, CW ACU', 'not available'),
('6461', 'Coat, CW ACU', 'available'),
('6462', 'Coat, CW ACU', 'not available'),
('6463', 'Coat, CW ACU', 'available'),
('6464', 'Coat, CW ACU', 'not available'),
('6465', 'Coat, CW ACU', 'available'),
('6466', 'Coat, CW ACU', 'not available'),
('6467', 'Coat, CW ACU', 'available'),
('6468', 'Coat, CW ACU', 'not available'),
('6469', 'Coat, CW ACU', 'available'),
('6470', 'Coat, CW ACU', 'not available'),
('6471', 'Coat, CW ACU', 'available'),
('6472', 'Coat, CW ACU', 'not available'),
('6473', 'Coat, CW ACU', 'available'),
('6474', 'Coat, CW ACU', 'not available'),
('6475', 'Coat, CW ACU', 'available'),
('6476', 'Coat, CW ACU', 'not available'),
('6477', 'Coat, CW ACU', 'available'),
('6478', 'Coat, CW ACU', 'not available'),
('6479', 'Coat, CW ACU', 'available'),
('6480', 'Coat, CW ACU', 'not available'),
('6481', 'Coat, CW ACU', 'available'),
('6482', 'Coat, CW ACU', 'not available'),
('6483', 'Coat, CW ACU', 'available'),
('6484', 'Coat, CW ACU', 'not available'),
('6485', 'Coat, CW ACU', 'available'),
('6486', 'Coat, CW ACU', 'not available'),
('6487', 'Coat, CW ACU', 'available'),
('6488', 'Coat, CW ACU', 'not available'),
('6489', 'Coat, CW ACU', 'available'),
('6490', 'Coat, CW ACU', 'not available'),
('6491', 'Coat, CW ACU', 'available'),
('6492', 'Coat, CW ACU', 'not available'),
('6493', 'Coat, CW ACU', 'available'),
('6494', 'Coat, CW ACU', 'not available'),
('6495', 'Coat, CW ACU', 'available'),
('6496', 'Coat, CW ACU', 'not available'),
('6497', 'Coat, CW ACU', 'available'),
('6498', 'Coat, CW ACU', 'not available'),
('6499', 'Coat, CW ACU', 'available'),
('6500', 'Coat, CW ACU', 'not available'),
('6501', 'Coat, CW ACU', 'available'),
('6502', 'Coat, CW ACU', 'not available'),
('6503', 'Coat, CW ACU', 'available'),
('6504', 'Coat, CW ACU', 'not available'),
('6505', 'Coat, CW ACU', 'available'),
('6506', 'Coat, CW ACU', 'not available'),
('6507', 'Coat, CW ACU', 'available'),
('6508', 'Coat, CW ACU', 'not available'),
('6509', 'Coat, CW ACU', 'available'),
('6510', 'Coat, CW ACU', 'not available'),
('6511', 'Coat, CW ACU', 'available'),
('6512', 'Coat, CW ACU', 'not available'),
('6513', 'Coat, CW ACU', 'available'),
('6514', 'Coat, CW ACU', 'not available'),
('6515', 'Coat, CW ACU', 'available'),
('6516', 'Coat, CW ACU', 'not available'),
('6517', 'Coat, CW ACU', 'available'),
('6518', 'Coat, CW ACU', 'not available'),
('6519', 'Coat, CW ACU', 'available'),
('6520', 'Coat, CW ACU', 'not available'),
('6521', 'Coat, CW ACU', 'available'),
('6522', 'Coat, CW ACU', 'not available'),
('6523', 'Coat, CW ACU', 'available'),
('6524', 'Coat, CW ACU', 'not available'),
('6525', 'Coat, CW ACU', 'available'),
('6526', 'Coat, CW ACU', 'not available'),
('6527', 'Coat, CW ACU', 'available'),
('6528', 'Coat, CW ACU', 'not available'),
('6529', 'Coat, CW ACU', 'available'),
('6530', 'Coat, CW ACU', 'not available'),
('6531', 'Coat, CW ACU', 'available'),
('6532', 'Coat, CW ACU', 'not available'),
('6533', 'Coat, CW ACU', 'available'),
('6534', 'Coat, CW ACU', 'not available'),
('6535', 'Coat, CW ACU', 'available'),
('6536', 'Coat, CW ACU', 'not available'),
('6537', 'Coat, CW ACU', 'available'),
('6538', 'Coat, CW ACU', 'not available'),
('6539', 'Coat, CW ACU', 'available'),
('6540', 'Coat, CW ACU', 'not available'),
('6541', 'Coat, CW ACU', 'available'),
('6542', 'Coat, CW ACU', 'not available'),
('6543', 'Coat, CW ACU', 'available'),
('6544', 'Coat, CW ACU', 'not available'),
('6545', 'Coat, CW ACU', 'available'),
('6546', 'Coat, CW ACU', 'not available'),
('6547', 'Coat, CW ACU', 'available'),
('6548', 'Coat, CW ACU', 'not available'),
('6549', 'Coat, CW ACU', 'available'),
('6550', 'Coat, CW ACU', 'not available'),
('6551', 'Coat, CW ACU', 'available'),
('6552', 'Coat, CW ACU', 'not available'),
('6553', 'Coat, CW ACU', 'available'),
('6554', 'Coat, CW ACU', 'not available'),
('6555', 'Coat, CW ACU', 'available'),
('6556', 'Coat, CW ACU', 'not available'),
('6557', 'Coat, CW ACU', 'available'),
('6558', 'Coat, CW ACU', 'not available'),
('6559', 'Coat, CW ACU', 'available'),
('6560', 'Coat, CW ACU', 'not available'),
('6561', 'Coat, CW ACU', 'available'),
('6562', 'Coat, CW ACU', 'not available'),
('6563', 'Coat, CW ACU', 'available'),
('6564', 'Coat, CW ACU', 'not available'),
('6565', 'Coat, CW ACU', 'available'),
('6566', 'Coat, CW ACU', 'not available'),
('6567', 'Coat, CW ACU', 'available'),
('6568', 'Coat, CW ACU', 'not available'),
('6569', 'Coat, CW ACU', 'available'),
('6570', 'Coat, CW ACU', 'not available'),
('6571', 'Coat, CW ACU', 'available'),
('6572', 'Coat, CW ACU', 'not available'),
('6573', 'Coat, CW ACU', 'available'),
('6574', 'Coat, CW ACU', 'not available'),
('6575', 'Coat, CW ACU', 'available'),
('6576', 'Coat, CW ACU', 'not available'),
('6577', 'Coat, CW ACU', 'available'),
('6578', 'Coat, CW ACU', 'not available'),
('6579', 'Coat, CW ACU', 'available'),
('6580', 'Coat, CW ACU', 'not available'),
('6581', 'Coat, CW ACU', 'available'),
('6582', 'Coat, CW ACU', 'not available'),
('6583', 'Coat, CW ACU', 'available'),
('6584', 'Coat, CW ACU', 'not available'),
('6585', 'Coat, CW ACU', 'available'),
('6586', 'Coat, CW ACU', 'not available'),
('6587', 'Coat, CW ACU', 'available'),
('6588', 'Coat, CW ACU', 'not available'),
('6589', 'Coat, CW ACU', 'available'),
('6590', 'Coat, CW ACU', 'not available'),
('6591', 'Coat, CW ACU', 'available'),
('6592', 'Coat, CW ACU', 'not available'),
('6593', 'Coat, CW ACU', 'available'),
('6594', 'Coat, CW ACU', 'not available'),
('6595', 'Coat, CW ACU', 'available'),
('6596', 'Coat, CW ACU', 'not available'),
('6597', 'Coat, CW ACU', 'available'),
('6598', 'Coat, CW ACU', 'not available'),
('6599', 'Coat, CW ACU', 'available'),
('6600', 'Coat, CW ACU', 'not available'),
('6601', 'Belt, High Visibility', 'available'),
('6602', 'Belt, High Visibility', 'not available'),
('6603', 'Belt, High Visibility', 'available'),
('6604', 'Belt, High Visibility', 'not available'),
('6605', 'Belt, High Visibility', 'available'),
('6606', 'Belt, High Visibility', 'not available'),
('6607', 'Belt, High Visibility', 'available'),
('6608', 'Belt, High Visibility', 'not available'),
('6609', 'Belt, High Visibility', 'available'),
('6610', 'Belt, High Visibility', 'not available'),
('6611', 'Belt, High Visibility', 'available'),
('6612', 'Belt, High Visibility', 'not available'),
('6613', 'Belt, High Visibility', 'available'),
('6614', 'Belt, High Visibility', 'not available'),
('6615', 'Belt, High Visibility', 'available'),
('6616', 'Belt, High Visibility', 'not available'),
('6617', 'Belt, High Visibility', 'available'),
('6618', 'Belt, High Visibility', 'not available'),
('6619', 'Belt, High Visibility', 'available'),
('6620', 'Belt, High Visibility', 'not available'),
('6621', 'Belt, High Visibility', 'available'),
('6622', 'Belt, High Visibility', 'not available'),
('6623', 'Belt, High Visibility', 'available'),
('6624', 'Belt, High Visibility', 'not available'),
('6625', 'Belt, High Visibility', 'available'),
('6626', 'Belt, High Visibility', 'not available'),
('6627', 'Belt, High Visibility', 'available'),
('6628', 'Belt, High Visibility', 'not available'),
('6629', 'Belt, High Visibility', 'available'),
('6630', 'Belt, High Visibility', 'not available'),
('6631', 'Belt, High Visibility', 'available'),
('6632', 'Belt, High Visibility', 'not available'),
('6633', 'Belt, High Visibility', 'available'),
('6634', 'Belt, High Visibility', 'not available'),
('6635', 'Belt, High Visibility', 'available'),
('6636', 'Belt, High Visibility', 'not available'),
('6637', 'Belt, High Visibility', 'available'),
('6638', 'Belt, High Visibility', 'not available'),
('6639', 'Belt, High Visibility', 'available'),
